id,city,state,population,latitude,longitude,gestation_8_duration,gestation_8_duration_closed,gestation_12_duration,gestation_12_duration_closed,gestation_16_duration,gestation_16_duration_closed,gestation_20_duration,gestation_20_duration_closed
rancho-cordova-california,Rancho Cordova,California,71017,38.589072,-121.302728,0,0,0,0,0,0,0,0
redondo-beach-california,Redondo Beach,California,68166,33.849182,-118.388408,0,0,0,0,0,0,0,0
jackson-tennessee,Jackson,Tennessee,66975,35.614517,-88.813947,2,2,2,2,3,6,6,7
pasco-washington,Pasco,Washington,69451,46.239579,-119.100566,0,1,0,3,0,3,3,7
st--charles-missouri,St. Charles,Missouri,68796,38.788106,-90.497436,1,1,1,1,1,1,1,1
eau-claire-wisconsin,Eau Claire,Wisconsin,67778,44.811349,-91.498494,2,2,2,2,2,2,2,2
north-richland-hills-texas,North Richland Hills,Texas,69204,32.834295,-97.228903,0,0,0,0,0,1,1,5
bismarck-north-dakota,Bismarck,North Dakota,71167,46.808327,-100.783739,5,11,5,11,5,11,11,12
yorba-linda-california,Yorba Linda,California,67973,33.888504,-117.813257,0,0,0,0,0,0,0,0
kenner-louisiana,Kenner,Louisiana,67091,29.994092,-90.241743,0,2,0,2,0,2,8,10
walnut-creek-california,Walnut Creek,California,68910,37.910078,-122.065182,0,0,0,0,0,0,0,0
frederick-maryland,Frederick,Maryland,69479,39.414269,-77.410541,0,1,1,1,1,1,1,1
oshkosh-wisconsin,Oshkosh,Wisconsin,66555,44.024706,-88.542614,2,2,2,2,2,2,2,4
pittsburg-california,Pittsburg,California,69424,38.027976,-121.884681,0,0,0,0,0,1,1,1
palo-alto-california,Palo Alto,California,66853,37.441883,-122.143019,0,0,0,0,0,0,0,1
bossier-city-louisiana,Bossier City,Louisiana,68094,32.515985,-93.732123,0,5,0,5,0,5,5,6
portland-maine,Portland,Maine,66881,43.661471,-70.255326,0,1,0,1,0,2,2,3
st--cloud-minnesota,St. Cloud,Minnesota,67109,45.557945,-94.163240,2,2,2,2,2,2,2,2
davis-california,Davis,California,67666,38.544907,-121.740517,0,0,0,1,0,1,1,1
south-san-francisco-california,South San Francisco,California,67271,37.654656,-122.407750,0,0,0,0,0,0,0,0
camarillo-california,Camarillo,California,67608,34.216394,-119.037602,0,0,0,0,0,0,0,1
north-little-rock-arkansas,North Little Rock,Arkansas,66504,34.769536,-92.267094,0,0,0,4,0,6,0,9
schenectady-new-york,Schenectady,New York,65305,42.814243,-73.939569,0,0,0,0,0,3,3,4
gaithersburg-maryland,Gaithersburg,Maryland,67456,39.143441,-77.201370,0,0,0,0,0,0,0,1
harlingen-texas,Harlingen,Texas,65774,26.190631,-97.696103,1,7,1,7,1,7,7,9
woodbury-minnesota,Woodbury,Minnesota,67855,44.923855,-92.959380,0,0,0,0,0,0,0,0
eagan-minnesota,Eagan,Minnesota,66286,44.804132,-93.166886,0,0,0,0,0,0,0,0
yuba-city-california,Yuba City,California,66941,39.140448,-121.616911,0,1,1,1,1,1,1,1
maple-grove-minnesota,Maple Grove,Minnesota,68385,45.072464,-93.455788,0,0,0,0,0,0,0,0
youngstown-ohio,Youngstown,Ohio,64628,41.099780,-80.649519,1,1,1,1,1,2,2,7
skokie-illinois,Skokie,Illinois,64821,42.032403,-87.741625,0,0,0,0,0,0,0,0
kissimmee-florida,Kissimmee,Florida,69152,28.291956,-81.407571,0,1,0,1,0,1,0,1
johnson-city-tennessee,Johnson City,Tennessee,66027,36.313440,-82.353473,1,2,1,2,6,6,6,6
victoria-texas,Victoria,Texas,67574,28.805267,-97.003598,3,3,3,3,3,3,4,4
san-clemente-california,San Clemente,California,65526,33.427352,-117.612600,0,0,1,1,1,1,1,1
bayonne-new-jersey,Bayonne,New Jersey,66311,40.668714,-74.114309,0,0,0,0,0,0,0,0
laguna-niguel-california,Laguna Niguel,California,65806,33.523674,-117.714944,0,0,0,1,0,1,0,1
east-orange-new-jersey,East Orange,New Jersey,64949,40.767323,-74.204868,0,0,0,0,0,1,0,1
shawnee-kansas,Shawnee,Kansas,65046,39.022848,-94.715187,0,0,0,0,0,0,0,0
homestead-florida,Homestead,Florida,66498,25.468722,-80.477557,0,1,0,1,0,1,0,1
rockville-maryland,Rockville,Maryland,66980,39.083997,-77.152758,0,0,0,0,0,0,0,0
delray-beach-florida,Delray Beach,Florida,66255,26.461462,-80.072820,0,0,0,0,0,0,0,0
janesville-wisconsin,Janesville,Wisconsin,64123,42.682789,-89.018722,1,2,1,2,1,2,2,3
conway-arkansas,Conway,Arkansas,64980,35.088696,-92.442101,1,1,1,4,1,7,1,9
pico-rivera-california,Pico Rivera,California,64218,33.983069,-118.096735,0,0,0,0,0,0,0,0
lorain-ohio,Lorain,Ohio,63647,41.452819,-82.182375,1,1,1,1,1,2,1,5
montebello-california,Montebello,California,63921,34.016505,-118.113754,0,0,0,0,0,0,0,0
lodi-california,Lodi,California,64596,38.134148,-121.272219,0,0,0,1,0,1,1,1
new-braunfels-texas,New Braunfels,Texas,70543,29.703002,-98.124453,1,1,1,1,1,1,1,1
marysville-washington,Marysville,Washington,66773,48.051764,-122.177082,0,0,0,1,1,1,1,1
tamarac-florida,Tamarac,Florida,64681,26.212861,-80.249771,0,0,0,0,0,0,0,0
madera-california,Madera,California,64208,36.961336,-120.060718,0,0,0,0,0,0,0,2
conroe-texas,Conroe,Texas,68602,30.311877,-95.456051,0,1,0,1,1,1,1,5
santa-cruz-california,Santa Cruz,California,64220,36.974117,-122.030796,0,0,0,1,1,1,1,2
eden-prairie-minnesota,Eden Prairie,Minnesota,63496,44.854686,-93.470786,0,0,0,0,0,0,0,0
cheyenne-wyoming,Cheyenne,Wyoming,63335,41.139981,-104.820246,1,2,1,3,1,3,3,3
daytona-beach-florida,Daytona Beach,Florida,64736,29.210815,-81.022833,1,1,1,1,1,1,1,1
alpharetta-georgia,Alpharetta,Georgia,63693,34.075376,-84.294090,0,0,0,0,0,1,0,1
hamilton-ohio,Hamilton,Ohio,62407,39.399501,-84.561335,0,1,0,1,1,1,1,3
waltham-massachusetts,Waltham,Massachusetts,63378,42.376485,-71.235611,0,0,0,0,0,0,0,0
coon-rapids-minnesota,Coon Rapids,Minnesota,62240,45.173239,-93.303006,0,0,0,0,0,0,0,0
haverhill-massachusetts,Haverhill,Massachusetts,62765,42.776201,-71.077280,0,1,0,1,0,1,0,1
council-bluffs-iowa,Council Bluffs,Iowa,62597,41.261944,-95.860833,0,0,0,0,0,0,0,5
taylor-michigan,Taylor,Michigan,61568,42.240872,-83.269651,0,0,0,0,0,0,0,0
utica-new-york,Utica,New York,61100,43.100903,-75.232664,0,1,0,1,2,5,5,6
ames-iowa,Ames,Iowa,65060,42.030781,-93.631913,0,1,1,4,1,4,4,5
la-habra-california,La Habra,California,62131,33.931859,-117.946137,0,0,0,0,0,0,0,0
encinitas-california,Encinitas,California,62930,33.036987,-117.291982,0,0,0,0,0,0,0,0
bowling-green-kentucky,Bowling Green,Kentucky,63616,36.968522,-86.480804,2,2,2,2,2,3,5,7
burnsville-minnesota,Burnsville,Minnesota,61481,44.767742,-93.277723,0,0,0,0,0,0,0,0
greenville-south-carolina,Greenville,South Carolina,64579,34.852618,-82.394010,0,2,0,2,3,3,3,4
west-des-moines-iowa,West Des Moines,Iowa,64113,41.577211,-93.711332,0,1,0,3,0,3,3,4
cedar-park-texas,Cedar Park,Texas,65945,30.505198,-97.820289,0,0,0,0,0,0,0,3
tulare-california,Tulare,California,62315,36.207729,-119.347338,1,1,1,1,1,1,1,2
monterey-park-california,Monterey Park,California,61468,34.062511,-118.122848,0,0,0,0,0,0,0,0
vineland-new-jersey,Vineland,New Jersey,60818,39.486377,-75.025964,1,1,1,1,1,1,1,1
terre-haute-indiana,Terre Haute,Indiana,60825,39.466703,-87.413909,2,2,2,2,2,3,2,3
north-miami-florida,North Miami,Florida,62435,25.890095,-80.186714,0,0,0,0,0,0,0,0
mansfield-texas,Mansfield,Texas,64274,32.563192,-97.141677,0,0,0,0,1,1,1,5
west-allis-wisconsin,West Allis,Wisconsin,60620,43.016681,-88.007031,0,0,0,0,0,0,0,2
bristol-connecticut,Bristol,Connecticut,60452,41.671765,-72.949270,0,0,0,0,0,1,0,1
taylorsville-utah,Taylorsville,Utah,60514,40.667725,-111.938826,0,0,0,0,0,11,0,11
malden-massachusetts,Malden,Massachusetts,61068,42.425096,-71.066163,0,0,0,0,0,0,0,0
meriden-connecticut,Meriden,Connecticut,59988,41.538153,-72.807043,0,0,0,0,0,0,0,1
blaine-minnesota,Blaine,Minnesota,62124,45.160799,-93.234949,0,0,0,0,0,0,0,0
wellington-florida,Wellington,Florida,62560,26.661763,-80.268357,0,0,0,0,0,1,0,1
cupertino-california,Cupertino,California,60572,37.322998,-122.032182,0,0,0,0,0,0,0,1
springfield-oregon,Springfield,Oregon,60870,44.046236,-123.022029,0,2,0,2,3,7,3,7
rogers-arkansas,Rogers,Arkansas,63159,36.332020,-94.118537,1,4,4,6,6,6,6,6
st--clair-shores-michigan,St. Clair Shores,Michigan,59903,42.497408,-82.896360,0,0,0,0,0,0,0,0
gardena-california,Gardena,California,60447,33.888349,-118.308962,0,0,0,0,0,0,0,0
pontiac-michigan,Pontiac,Michigan,59917,42.638922,-83.291047,0,0,0,0,0,0,0,0
national-city-california,National City,California,61060,32.678109,-117.099197,0,0,0,0,0,0,0,0
grand-junction-colorado,Grand Junction,Colorado,60358,39.063871,-108.550649,2,6,7,8,7,7,7,8
rocklin-california,Rocklin,California,61213,38.790734,-121.235783,0,0,0,0,0,0,0,0
chapel-hill-north-carolina,Chapel Hill,North Carolina,59568,35.913200,-79.055845,0,0,0,0,0,0,0,1
casper-wyoming,Casper,Wyoming,60285,42.866632,-106.313081,6,6,6,7,6,7,7,7
broomfield-colorado,Broomfield,Colorado,65065,39.920541,-105.086650,0,0,0,0,0,0,0,0
petaluma-california,Petaluma,California,60438,38.232417,-122.636652,0,0,0,0,1,1,1,1
south-jordan-utah,South Jordan,Utah,66648,40.562170,-111.929658,0,0,0,0,0,11,0,11
springfield-ohio,Springfield,Ohio,59680,39.924227,-83.808817,1,2,1,2,1,2,1,3
great-falls-montana,Great Falls,Montana,59638,47.494184,-111.283345,2,5,2,5,5,6,6,16
lancaster-pennsylvania,Lancaster,Pennsylvania,59339,40.037875,-76.305514,1,1,1,1,2,2,2,2
north-port-florida,North Port,Florida,62345,27.044224,-82.235925,0,1,0,1,0,1,1,1
lakewood-washington,Lakewood,Washington,59829,47.171765,-122.518458,0,0,0,0,0,0,0,1
marietta-georgia,Marietta,Georgia,59067,33.952602,-84.549933,0,0,0,0,0,0,0,0
san-rafael-california,San Rafael,California,59162,37.973535,-122.531087,0,0,0,0,0,1,0,1
royal-oak-michigan,Royal Oak,Michigan,59008,42.489480,-83.144649,0,0,0,0,0,0,0,0
des-plaines-illinois,Des Plaines,Illinois,58677,42.033362,-87.883399,0,0,0,0,0,0,0,0
huntington-park-california,Huntington Park,California,59430,33.981681,-118.225072,0,0,0,0,0,0,0,0
la-mesa-california,La Mesa,California,60089,32.767829,-117.023084,0,0,0,0,0,0,0,0
orland-park-illinois,Orland Park,Illinois,58619,41.630310,-87.853943,0,1,0,1,0,1,1,1
auburn-alabama,Auburn,Alabama,62059,32.609857,-85.480782,1,1,1,1,3,3,3,3
lakeville-minnesota,Lakeville,Minnesota,60633,44.649687,-93.242720,1,1,1,1,1,1,1,1
owensboro-kentucky,Owensboro,Kentucky,59042,37.771907,-87.111168,3,4,3,4,3,4,6,6
moore-oklahoma,Moore,Oklahoma,60451,35.339508,-97.486703,0,0,0,0,0,4,0,4
jupiter-florida,Jupiter,Florida,62707,26.934225,-80.094209,0,1,0,1,0,1,0,1
idaho-falls-idaho,Idaho Falls,Idaho,59184,43.491651,-112.033964,3,4,3,6,6,8,6,11
dubuque-iowa,Dubuque,Iowa,58799,42.500558,-90.664572,2,3,3,3,3,3,3,5
bartlett-tennessee,Bartlett,Tennessee,58579,35.204533,-89.873975,0,0,0,0,4,5,4,7
rowlett-texas,Rowlett,Texas,60236,32.902902,-96.563880,0,0,0,0,0,0,0,6
novi-michigan,Novi,Michigan,58723,42.480590,-83.475491,0,0,0,0,0,0,0,0
white-plains-new-york,White Plains,New York,58459,41.033986,-73.762910,0,0,0,0,0,0,0,0
arcadia-california,Arcadia,California,58408,34.139729,-118.035345,0,0,0,0,0,0,0,0
redmond-washington,Redmond,Washington,60598,47.673988,-122.121512,0,0,0,0,0,0,0,0
lake-elsinore-california,Lake Elsinore,California,61981,33.668077,-117.327262,0,0,0,0,0,0,0,0
tinley-park-illinois,Tinley Park,Illinois,57143,41.573144,-87.793294,0,0,0,0,0,0,1,1
port-orange-florida,Port Orange,Florida,59866,29.138316,-80.995610,1,1,1,1,1,1,1,1
medford-massachusetts,Medford,Massachusetts,57403,42.418430,-71.106164,0,0,0,0,0,0,0,0
oak-lawn-illinois,Oak Lawn,Illinois,56781,41.719978,-87.747953,0,0,0,0,0,0,1,1
rocky-mount-north-carolina,Rocky Mount,North Carolina,55806,35.938210,-77.790534,1,2,1,2,1,2,1,2
kokomo-indiana,Kokomo,Indiana,57995,40.486427,-86.133603,1,1,1,2,2,5,2,5
coconut-creek-florida,Coconut Creek,Florida,59302,26.251748,-80.178935,0,0,0,0,0,0,0,0
bowie-maryland,Bowie,Maryland,58025,39.006777,-76.779136,0,0,0,0,0,0,0,0
berwyn-illinois,Berwyn,Illinois,56368,41.850587,-87.793668,0,0,0,0,0,0,0,1
midwest-city-oklahoma,Midwest City,Oklahoma,57249,35.449506,-97.396702,0,0,0,1,0,4,0,4
fountain-valley-california,Fountain Valley,California,56987,33.709021,-117.954407,0,0,0,0,0,0,0,0
buckeye-arizona,Buckeye,Arizona,62138,33.370320,-112.583777,1,1,1,1,1,1,1,1
dearborn-heights-michigan,Dearborn Heights,Michigan,56145,42.336982,-83.273263,0,0,0,0,0,0,0,0
woodland-california,Woodland,California,58567,38.678516,-121.773297,0,0,1,1,1,1,1,1
noblesville-indiana,Noblesville,Indiana,59093,40.045592,-86.008595,1,1,1,1,1,4,1,4
valdosta-georgia,Valdosta,Georgia,55724,30.832702,-83.278485,3,3,3,3,3,3,3,3
diamond-bar-california,Diamond Bar,California,56897,34.028623,-117.810337,0,0,0,0,0,0,0,0
manhattan-kansas,Manhattan,Kansas,56308,39.183608,-96.571669,3,3,3,3,3,3,3,3
santee-california,Santee,California,57787,32.838383,-116.973917,0,0,0,0,0,0,0,0
taunton-massachusetts,Taunton,Massachusetts,56789,41.900101,-71.089767,0,1,0,1,0,1,0,1
sanford-florida,Sanford,Florida,58111,28.802861,-81.269453,0,0,0,0,0,0,0,0
kettering-ohio,Kettering,Ohio,55525,39.689504,-84.168827,0,1,0,1,0,1,0,3
new-brunswick-new-jersey,New Brunswick,New Jersey,57035,40.486216,-74.451819,0,0,0,1,0,1,0,1
decatur-alabama,Decatur,Alabama,55437,34.605925,-86.983342,1,2,1,2,1,3,1,4
chicopee-massachusetts,Chicopee,Massachusetts,56741,42.148704,-72.607867,0,0,0,1,0,1,0,1
anderson-indiana,Anderson,Indiana,55305,40.105320,-85.680254,1,1,1,1,1,4,1,4
margate-florida,Margate,Florida,57234,26.244526,-80.206436,0,0,0,0,0,0,0,0
weymouth-town-massachusetts,Weymouth,Massachusetts,55957,42.218072,-70.941036,1,1,1,1,1,1,1,1
hempstead-new-york,Hempstead,New York,55547,40.706213,-73.618740,0,0,0,0,0,0,0,0
corvallis-oregon,Corvallis,Oregon,55780,44.564566,-123.262044,1,1,1,1,3,7,3,7
eastvale-california,Eastvale,California,59039,33.952463,-117.584802,0,0,0,0,0,0,0,0
porterville-california,Porterville,California,56058,36.065230,-119.016768,1,2,1,2,1,2,1,2
west-haven-connecticut,West Haven,Connecticut,54927,41.270548,-72.946971,0,0,0,1,0,1,1,1
brentwood-california,Brentwood,California,58968,37.931868,-121.695786,0,0,1,1,1,1,1,1
paramount-california,Paramount,California,55412,33.889460,-118.159791,0,0,0,0,0,0,0,0
grand-forks-north-dakota,Grand Forks,North Dakota,57011,47.925257,-97.032855,2,9,2,9,2,9,9,9
georgetown-texas,Georgetown,Texas,63716,30.633262,-97.677984,0,1,0,1,0,1,1,3
st--peters-missouri,St. Peters,Missouri,56971,38.787470,-90.629892,1,1,1,1,1,1,1,1
shoreline-washington,Shoreline,Washington,55439,47.755966,-122.345697,0,0,0,0,0,0,0,0
mount-prospect-illinois,Mount Prospect,Illinois,54747,42.066417,-87.937291,0,0,0,0,0,0,0,0
hanford-california,Hanford,California,55659,36.327450,-119.645684,1,1,1,1,1,1,1,2
normal-illinois,Normal,Illinois,54373,40.514203,-88.990631,1,1,1,2,2,2,2,4
rosemead-california,Rosemead,California,54908,34.080565,-118.072846,0,0,0,0,0,0,0,0
lehi-utah,Lehi,Utah,58486,40.391617,-111.850766,1,1,1,1,1,10,1,10
pocatello-idaho,Pocatello,Idaho,54441,42.871303,-112.445534,3,4,4,4,4,10,4,12
highland-california,Highland,California,54854,34.128344,-117.208651,0,0,0,0,0,0,0,0
novato-california,Novato,California,55530,38.107420,-122.569703,0,1,0,1,1,1,1,1
port-arthur-texas,Port Arthur,Texas,55340,29.884950,-93.939947,2,2,2,2,2,2,2,7
carson-city-nevada,Carson City,Nevada,54521,39.163798,-119.767403,1,4,1,4,1,4,1,4
san-marcos-texas,San Marcos,Texas,60684,29.883275,-97.941394,0,1,0,1,0,1,1,1
hendersonville-tennessee,Hendersonville,Tennessee,56018,36.304774,-86.619996,0,1,0,1,0,4,4,7
elyria-ohio,Elyria,Ohio,53775,41.368380,-82.107649,1,1,1,1,1,1,1,5
revere-massachusetts,Revere,Massachusetts,53422,42.408430,-71.011995,0,0,0,0,0,0,0,0
pflugerville-texas,Pflugerville,Texas,57122,30.454845,-97.622266,0,0,0,0,0,0,0,3
greenwood-indiana,Greenwood,Indiana,55586,39.613658,-86.106653,0,0,0,0,0,3,0,4
bellevue-nebraska,Bellevue,Nebraska,55510,41.154362,-95.914557,0,0,0,0,0,0,0,5
wheaton-illinois,Wheaton,Illinois,53715,41.866140,-88.107013,0,0,0,0,0,0,1,1
smyrna-georgia,Smyrna,Georgia,56146,33.883993,-84.514376,0,0,0,0,0,0,0,0
sarasota-florida,Sarasota,Florida,55118,27.336435,-82.530653,0,0,0,0,0,1,0,1
blue-springs-missouri,Blue Springs,Missouri,54148,39.016951,-94.281615,0,0,0,0,0,0,0,0
colton-california,Colton,California,54621,34.073902,-117.313655,0,0,0,0,0,0,0,0
euless-texas,Euless,Texas,54219,32.837073,-97.081954,0,0,0,0,0,0,0,6
castle-rock-colorado,Castle Rock,Colorado,55591,39.372212,-104.856090,0,0,0,1,0,1,0,1
cathedral-city-california,Cathedral City,California,53826,33.780539,-116.466804,0,2,0,2,2,2,2,2
kingsport-tennessee,Kingsport,Tennessee,53014,36.548434,-82.561819,1,2,1,2,6,6,6,6
lake-havasu-city-arizona,Lake Havasu City,Arizona,53553,34.483901,-114.322455,4,4,4,5,4,5,5,5
pensacola-florida,Pensacola,Florida,53193,30.421309,-87.216915,0,2,0,2,5,8,8,9
hoboken-new-jersey,Hoboken,New Jersey,53635,40.743991,-74.032363,0,0,0,0,0,0,0,0
yucaipa-california,Yucaipa,California,53328,34.033625,-117.043087,0,0,0,0,0,0,0,0
watsonville-california,Watsonville,California,53628,36.910231,-121.756895,0,0,0,1,1,1,1,3
richland-washington,Richland,Washington,54248,46.285691,-119.284462,0,2,0,2,0,2,2,6
delano-california,Delano,California,52733,35.768842,-119.247054,1,2,1,2,1,2,1,2
hoffman-estates-illinois,Hoffman Estates,Illinois,52138,42.062992,-88.122720,0,0,0,0,0,0,0,0
florissant-missouri,Florissant,Missouri,52268,38.789217,-90.322614,0,0,0,0,0,0,0,0
placentia-california,Placentia,California,52495,33.871073,-117.862755,0,0,0,0,0,0,0,0
west-new-york-new-jersey,West New York,New Jersey,53366,40.787879,-74.014306,0,0,0,0,0,0,0,0
dublin-california,Dublin,California,57721,37.702152,-121.935792,0,0,0,0,0,0,0,0
oak-park-illinois,Oak Park,Illinois,52287,41.885032,-87.784503,0,0,0,0,0,0,0,0
peabody-massachusetts,Peabody,Massachusetts,52504,42.527873,-70.928661,0,1,0,1,0,1,0,1
perth-amboy-new-jersey,Perth Amboy,New Jersey,52682,40.506772,-74.265423,0,0,0,0,0,1,0,1
battle-creek-michigan,Battle Creek,Michigan,51589,42.321152,-85.179714,1,1,1,1,1,1,1,2
bradenton-florida,Bradenton,Florida,54437,27.498928,-82.574819,0,1,0,1,1,1,1,1
gilroy-california,Gilroy,California,53231,37.005782,-121.568275,0,0,1,1,1,1,1,2
milford-connecticut,Milford,Connecticut,52087,41.222320,-73.056500,0,0,0,1,0,1,1,1
albany-oregon,Albany,Oregon,52175,44.636511,-123.105928,1,1,1,1,2,6,2,6
ankeny-iowa,Ankeny,Iowa,56764,41.731788,-93.600128,0,0,0,3,0,3,3,4
la-crosse-wisconsin,La Crosse,Wisconsin,52306,43.801356,-91.239581,4,4,4,4,4,4,4,4
burlington-north-carolina,Burlington,North Carolina,52472,36.095692,-79.437799,0,1,0,1,0,1,0,1
desoto-texas,DeSoto,Texas,52486,32.589700,-96.857074,0,1,0,1,1,1,1,5
harrisonburg-virginia,Harrisonburg,Virginia,52538,38.449569,-78.868915,2,3,2,3,3,3,4,4
minnetonka-minnesota,Minnetonka,Minnesota,51669,44.921184,-93.468749,0,0,0,0,0,0,0,0
elkhart-indiana,Elkhart,Indiana,52348,41.681993,-85.976667,2,3,2,3,2,3,3,3
lakewood-ohio,Lakewood,Ohio,50656,41.481993,-81.798191,0,0,0,0,0,1,0,5
glendora-california,Glendora,California,52009,34.136119,-117.865339,0,0,0,0,0,0,0,1
southaven-mississippi,Southaven,Mississippi,52589,34.991859,-90.002296,0,0,0,0,4,5,4,7
joplin-missouri,Joplin,Missouri,51818,37.084227,-94.513281,3,3,3,4,4,4,4,4
enid-oklahoma,Enid,Oklahoma,51776,36.395589,-97.878391,2,3,3,3,3,3,3,3
palm-beach-gardens-florida,Palm Beach Gardens,Florida,52923,26.823395,-80.138655,0,0,0,0,0,1,0,1
brookhaven-georgia,Brookhaven,Georgia,51910,33.865103,-84.336592,0,0,0,0,0,0,0,0
plainfield-new-jersey,Plainfield,New Jersey,51217,40.633714,-74.407374,0,0,0,0,0,1,0,1
grand-island-nebraska,Grand Island,Nebraska,51440,40.926396,-98.342012,3,4,3,4,3,4,4,8
palm-desert-california,Palm Desert,California,51869,33.722245,-116.374456,0,2,0,2,2,2,2,2
huntersville-north-carolina,Huntersville,North Carolina,52704,35.410694,-80.842850,0,0,0,0,0,0,0,2
tigard-oregon,Tigard,Oregon,51253,45.431229,-122.771486,0,0,0,0,0,4,0,4
lenexa-kansas,Lenexa,Kansas,52490,38.953617,-94.733571,0,0,0,0,0,0,0,0
kentwood-michigan,Kentwood,Michigan,51357,42.869473,-85.644749,0,0,0,1,0,1,0,2
doral-florida,Doral,Florida,56035,25.819542,-80.355330,0,0,0,0,0,0,0,0
apple-valley-minnesota,Apple Valley,Minnesota,51221,44.731909,-93.217720,0,0,0,0,0,0,0,0
grapevine-texas,Grapevine,Texas,51404,32.934292,-97.078065,0,0,0,0,0,0,0,5
aliso-viejo-california,Aliso Viejo,California,50195,33.568461,-117.726298,0,0,0,0,0,0,0,0
sammamish-washington,Sammamish,Washington,52253,47.616268,-122.035574,0,1,0,1,1,1,1,1
casa-grande-arizona,Casa Grande,Arizona,51460,32.911003,-111.773390,1,1,1,1,1,1,1,2
pinellas-park-florida,Pinellas Park,Florida,51617,27.842803,-82.699544,0,0,0,0,0,0,0,0
west-sacramento-california,West Sacramento,California,52721,38.580461,-121.530234,0,0,0,0,0,0,0,0
burien-washington,Burien,Washington,50467,47.466838,-122.340530,0,0,0,0,0,0,0,0
commerce-city-colorado,Commerce City,Colorado,53696,39.808320,-104.933868,0,0,0,0,0,0,0,0
coral-gables-florida,Coral Gables,Florida,51117,25.721490,-80.268384,0,0,0,0,0,0,0,0
poway-california,Poway,California,50157,32.962823,-117.035865,0,0,0,1,0,0,0,0
edina-minnesota,Edina,Minnesota,50138,44.889687,-93.349949,0,0,0,0,0,0,0,0
caldwell-idaho,Caldwell,Idaho,51686,43.662938,-116.687360,0,1,0,8,8,10,10,10
logan-utah,Logan,Utah,50371,41.736980,-111.833836,2,2,2,2,2,13,2,14
galveston-texas,Galveston,Texas,50180,29.301348,-94.797696,1,1,1,1,1,1,1,6
olympia-washington,Olympia,Washington,50302,47.037874,-122.900695,0,0,0,1,1,1,1,1
leesburg-virginia,Leesburg,Virginia,51209,39.115662,-77.563601,1,1,1,1,1,1,1,1
bonita-springs-florida,Bonita Springs,Florida,51704,26.339806,-81.778697,0,1,0,1,1,1,1,3
